feature,importance
RDKit_1472,0.011042801072104017
ECFP4_405,0.010959356342628197
RDKit_1362,0.010945121612304504
ECFP4_1065,0.010917446759809908
RDKit_310,0.010868573219609459
RDKit_525,0.010638206534047952
RDKit_1029,0.009855813687178127
ECFP4_1601,0.009831871112326957
RDKit_613,0.009577487493782325
RDKit_1660,0.009455686407793413
RDKit_694,0.00943268708542422
RDKit_1278,0.009421347930652336
RDKit_1427,0.009344397437750743
RDKit_819,0.00927378129213832
RDKit_530,0.009252249299935296
RDKit_624,0.009192457142292316
ECFP4_650,0.009131405710182817
RDKit_651,0.009080831957746973
ECFP4_1866,0.009071587843592209
RDKit_1074,0.008694753683596056
RDKit_1502,0.008646925438734696
RDKit_526,0.008621726001964916
RDKit_701,0.008594910007750565
RDKit_1039,0.008591243447792688
RDKit_654,0.00848561014565025
RDKit_1318,0.008484676394192625
RDKit_1795,0.008452123017351607
RDKit_316,0.008368400654904603
RDKit_1881,0.008254361125923138
RDKit_1537,0.00822852487919976
RDKit_858,0.008185338696924265
RDKit_874,0.00782224189173146
ECFP4_890,0.007757555750395313
RDKit_710,0.007743266486002674
RDKit_732,0.007708761374568126
RDKit_611,0.00767812801066585
RDKit_1225,0.007558987782318502
RDKit_1175,0.00752132107363281
RDKit_1715,0.0073609461914122196
RDKit_752,0.0073161148789655
RDKit_1449,0.007225661774608853
RDKit_817,0.0072128949471140435
MACCS_92,0.007115469971424917
ECFP4_1480,0.007040251915623268
RDKit_1294,0.007034580017054421
ECFP4_216,0.006898765077655078
RDKit_807,0.0068626651900235616
RDKit_1098,0.006744281670252107
RDKit_511,0.006709666485540059
ECFP4_172,0.006704311022296601
RDKit_656,0.006563553344526567
RDKit_1512,0.006529911717720951
RDKit_1857,0.006508306847507955
RDKit_1463,0.006416277017257315
ECFP4_1535,0.006413027507971256
ECFP4_260,0.006408442586548558
RDKit_1875,0.006240091891146338
RDKit_422,0.006178877198145917
RDKit_2032,0.006136595679571761
RDKit_1883,0.006063219934803601
RDKit_554,0.006035696432515315
RDKit_948,0.005740971300731856
RDKit_324,0.0056632042663465115
RDKit_47,0.005636365552946695
RDKit_1912,0.00562792130657904
RDKit_468,0.005621621647600938
ECFP4_130,0.005565002874671714
RDKit_1141,0.005507588555889136
RDKit_291,0.005490892915984375
RDKit_93,0.005401048225252251
RDKit_1559,0.005314841704716363
RDKit_552,0.0052355090554944365
RDKit_465,0.00519238613440778
RDKit_1033,0.005079565598375461
RDKit_1994,0.004984753313281501
RDKit_265,0.004894826601189925
ECFP4_1406,0.004892908614182535
MACCS_88,0.00488890284736774
RDKit_193,0.004882788938824713
RDKit_723,0.0048258011460625885
ECFP4_1325,0.004776116616293393
RDKit_1114,0.004768066575421842
RDKit_1073,0.004633849469897149
MACCS_154,0.004523652736179967
RDKit_1673,0.004438268434782676
RDKit_458,0.004433580505704695
RDKit_1499,0.00440773081428509
ECFP4_1851,0.004386336809955007
RDKit_881,0.004305804466096508
RDKit_1995,0.004263776978204506
