molecule_chembl_id,smiles,matched_to_active,tanimoto_similarity
CHEMBL296851,CCOCCCN1C(=O)O[C@]2(C)[C@@H](CC)OC(=O)/C(C)=C/[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H]12,CHEMBL5977600,0.106
CHEMBL46456,C=COCCCN1C(=O)O[C@]2(C)[C@@H](CC)OC(=O)/C(C)=C/[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H]12,CHEMBL5977600,0.098
CHEMBL295879,CC[C@H]1OC(=O)/C(C)=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCc3cccs3)C(=O)O[C@]12C,CHEMBL5977600,0.105
CHEMBL44872,O=C(CCCC(=O)N1CCN(c2ccnc3cc(Cl)ccc23)CCN(c2ccnc3cc(Cl)ccc23)CC1)N1CCNCCNCC1,CHEMBL5977600,0.135
CHEMBL295782,CC[C@H]1OC(=O)/C(C)=C/[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(NCc3ccccc3)C(=O)O[C@]12C,CHEMBL5977600,0.099
CHEMBL49582,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCS(C)(=O)=O)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,CHEMBL5977600,0.126
CHEMBL433280,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@H]1C,CHEMBL5977600,0.083
CHEMBL300049,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)CC)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@H]1C,CHEMBL5977600,0.082
CHEMBL296885,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)C[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](NC)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@H]1C,CHEMBL5977600,0.069
CHEMBL299329,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Br)[C@@H](O)[C@@H](OC(=O)c3ccco3)[C@@]21C,CHEMBL5977600,0.09
CHEMBL55185,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Br)[C@@H](O)[C@@H](OC(=O)CC(C)C)[C@@]21C,CHEMBL5977600,0.093
CHEMBL299501,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Br)[C@@H](O)[C@@H](OC(=O)c3ccccc3)[C@@]21C,CHEMBL5977600,0.099
CHEMBL54402,COC(=O)[C@@]1(O)CC2O[C@]1(C)n1c3ccc(CSCCN(C)C)cc3c3c4c(c5c6cc(CSCCN(C)C)ccc6n2c5c31)C(=O)NC4,CHEMBL5977600,0.126
CHEMBL298596,COC(=O)[C@@H]1C[C@](O)([C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)/C(OC)=C/C(C)=C/[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C/C=C/[C@@H]2OC)O[C@H](C(C)C)[C@H]1C,CHEMBL5977600,0.082
CHEMBL60751,C[C@H](Cc1ccc2c(c1)OC(C(=O)OCOC(=O)c1ccccc1)(C(=O)OCOC(=O)c1ccccc1)O2)NC[C@H](O)c1cccc(Cl)c1,CHEMBL5977600,0.091
CHEMBL436166,C[C@H](Cc1ccc2c(c1)OC(C(=O)OCOC(=O)C1CCCCC1)(C(=O)OCOC(=O)C1CCCCC1)O2)NC[C@H](O)c1cccc(Cl)c1,CHEMBL5977600,0.142
CHEMBL57303,CC(C)CCC(=O)OCOC(=O)C1(C(=O)OCOC(=O)CCC(C)C)Oc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2O1,CHEMBL5977600,0.098
CHEMBL58438,C[C@H](Cc1ccc2c(c1)OC(C(=O)OCC(=O)Oc1ccccc1)(C(=O)OCC(=O)Oc1ccccc1)O2)NC[C@H](O)c1cccc(Cl)c1,CHEMBL5977600,0.09
CHEMBL56984,CC(OC(=O)C(C)(C)C)OC(=O)C1(C(=O)OC(C)OC(=O)C(C)(C)C)Oc2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2O1,CHEMBL5977600,0.091
CHEMBL56975,C[C@H](Cc1ccc2c(c1)OC(C(=O)OCCOc1ccccc1)(C(=O)OCCOc1ccccc1)O2)NC[C@H](O)c1cccc(Cl)c1,CHEMBL5977600,0.098
CHEMBL57213,O=C(O)Cn1cc(Cc2cn(CCCC(=O)N3CCN(c4ccc(Cl)c(Cl)c4)CC3)c(SCc3ccc(F)cc3)nc2=O)cnc1=O,CHEMBL5977600,0.132
CHEMBL294195,O=C(O)C[C@H](NC(=O)Cn1c(-c2ccc(F)cc2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)COC(=O)c1c(Cl)cccc1Cl,CHEMBL5977600,0.152
CHEMBL291756,CC(C)C[C@H]1C(=O)N2c3ccccc3[C@@](O)(C[C@@H]3NC(=O)c4ccccc4-n4c3nc3ccccc3c4=O)[C@H]2N1C(=O)OCc1ccccc1,CHEMBL5977600,0.14
CHEMBL294909,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@@H](O)[C@@H](Cl)c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)cc1Cl,CHEMBL5977600,0.08
CHEMBL431749,COCC(=O)[C@H](C)C[C@H](C)/C=C\C=C\C=C(/C)[C@H](C[C@@H]1CC[C@@H](C)[C@](O)(C(=O)C(=O)N2CCCC[C@H]2C(=O)NCc2ccccc2)O1)OC,CHEMBL5977600,0.117
CHEMBL203751,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1COc1cccc(/C(=C/Cn2oc(=O)n(CC(=O)O)c2=O)c2ccccc2)c1,CHEMBL5273122,0.113
CHEMBL276845,C[C@@H]1CC[C@H]2[C@@H](C)C(CC(CO)CC3OC4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)C46OO5)OC3O[C@]4(C)CCC1C32OO4,CHEMBL5273122,0.074
CHEMBL10059,C[C@@H]1CC[C@H]2[C@@H](C)C(CC(=O)CC3OC4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)C46OO5)OC3O[C@]4(C)CCC1C32OO4,CHEMBL5273122,0.075
CHEMBL269388,COCC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)C(C)CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,CHEMBL5273122,0.073
CHEMBL273502,CC(=O)OCC(=O)[C@@]1(OC(=O)c2cnc3ccccc3n2)C(C)CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,CHEMBL5273122,0.109
CHEMBL11400,CN(CCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)CCN(CCN1CCOCC1)C(=O)Nc1ccc(F)cc1F,CHEMBL5273122,0.136
CHEMBL12557,CCCc1nc(CC)c(C(=O)NC)n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)c(COCC)c1,CHEMBL5273122,0.101
CHEMBL13529,COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)/C=C/c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)[C@H](C)CNC2=O)cc1Cl,CHEMBL5273122,0.078
CHEMBL267784,Cc1nnc(SCC2=C(C(=O)OC(c3ccccc3)c3ccccc3)N3C(=O)[C@@H](Nc4nc5ccccc5[nH]4)C3SC2)s1,CHEMBL5273122,0.073
CHEMBL269698,CC(=O)OCC1=C(C(=O)OC(c2ccccc2)c2ccccc2)N2C(=O)[C@@H](Nc3nc4cc(C(F)(F)F)ccc4[nH]3)C2SC1,CHEMBL5273122,0.102
CHEMBL273789,CS(=O)(=O)CCN(CCCCOc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1)C(=O)C(F)(F)F,CHEMBL5273122,0.092
CHEMBL15292,NS(=O)(=O)c1ccccc1CCC(SCCC(=O)[O-])c1cccc(OCc2ccc3ccc(Cl)cc3n2)c1.[Na+],CHEMBL5273122,0.114
CHEMBL276303,CC[C@@H](C(=O)N1CCCC[C@H]1C(=O)OC(CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)O)c1)c1ccccc1,CHEMBL5273122,0.106
CHEMBL16197,CCCc1cc(Cn2c(CC)nc3c(C)cc(C)nc32)cc(CCC)c1OC(C(=O)NS(C)(=O)=O)c1ccc2c(c1)OCO2,CHEMBL5273122,0.097
CHEMBL16676,CC(=O)c1ccccc1NC(=O)/C=C/c1ccc(-c2nc3c(=O)n(Cc4ccccc4)c(=O)n(Cc4ccccc4)c3[nH]2)cc1,CHEMBL5273122,0.088
CHEMBL416545,CCCCCCCC(=O)O[C@H]1C(O)[C@H](OCC23C[C@@H]4[C@H](C)CC[C@H]4C4(C=O)CC2C=C(C(C)C)C34C(=O)O)O[C@H](C)[C@H]1OC,CHEMBL5273122,0.078
CHEMBL275160,CCCCc1nn(-c2ccccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,CHEMBL5273122,0.071
CHEMBL278305,CCCCc1nn(-c2ccccc2C(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C(=O)C(C)C)cc1,CHEMBL5273122,0.076
CHEMBL20596,COc1ccc(-c2nc3n(Cc4ccccc4F)c(C)c(-c4ccc5c(c4)OCO5)c(=O)n3c2CN(C)C2CCN(C)CC2)cc1,CHEMBL5273122,0.131
CHEMBL282450,CC[C@@]1(OC(=O)CCCCOc2ccc(F)cc2Br)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,CHEMBL5273122,0.132
CHEMBL22749,COc1ccc(CN(CCN(C)CCCCCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)c2ccccn2)cc1,CHEMBL5273122,0.063
CHEMBL285300,COc1cc(C(=O)NS(=O)(=O)c2ccccc2Cl)ccc1Cn1ccc2ccc(C(=O)NCC(C)CC(F)(F)F)cc21,CHEMBL5273122,0.09
CHEMBL26384,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCC(C)(C)CC(F)(F)F)cc12,CHEMBL5273122,0.085
CHEMBL286885,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NC/C(C)=C\C(F)(F)F)cc12,CHEMBL5273122,0.083
CHEMBL26332,C=C(CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C)CC(F)(F)F,CHEMBL5273122,0.084
CHEMBL26617,CCn1cc(Cc2ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc2OC)c2cc(C(=O)NCC(C)CC(F)(F)F)ccc21,CHEMBL5273122,0.075
CHEMBL12985,CCC(CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C)CC(F)(F)F,CHEMBL5273122,0.082
CHEMBL25841,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCCCC(F)(F)F)cc12,CHEMBL5273122,0.085
CHEMBL25885,COc1cc(C(=O)NS(=O)(=O)c2ccccc2Cl)ccc1Cc1cn(C)c2ccc(C(=O)NCC(C)CC(F)(F)F)cc12,CHEMBL5273122,0.09
CHEMBL26284,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCCC(C)C(F)(F)F)cc12,CHEMBL5273122,0.083
CHEMBL442263,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NC[C@H](C)CC(F)(F)F)cc12,CHEMBL5273122,0.083
CHEMBL24652,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCC(C)CC(F)(F)F)cc12,CHEMBL5273122,0.083
CHEMBL24758,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NC[C@@H](C)CC(F)(F)F)cc12,CHEMBL5273122,0.083
CHEMBL24506,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(C(=O)NCC3(CC(F)(F)F)CC3)cc12,CHEMBL5273122,0.106
CHEMBL24596,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cn1cc(C)c2ccc(C(=O)NCC(C)CC(F)(F)F)cc21,CHEMBL5273122,0.076
CHEMBL284322,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cn1ccc2ccc(C(=O)NCC(C)CC(F)(F)F)cc21,CHEMBL5273122,0.083
CHEMBL176286,CCC(CNC(=O)c1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2CC)C(F)(F)F,CHEMBL5273122,0.068
CHEMBL24830,CC(C)(C)OC(=O)N(CCOc1cccc(N(S(=O)(=O)c2ccccc2)S(=O)(=O)c2ccccc2)c1)c1ccncc1,CHEMBL5273122,0.069
CHEMBL24456,O=C(Cc1ccc(OC2CCN(CC3CC3)CC2)cc1OCC(F)(F)F)N1CCC(N2C(=O)OCc3ccccc32)CC1,CHEMBL5273122,0.104
CHEMBL286028,CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(NC(=O)c2cc(C)ccc2NS(=O)(=O)C(F)(F)F)cc1,CHEMBL5273122,0.091
CHEMBL28011,CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(NC(=O)c2cccc(C)c2NS(=O)(=O)C(F)(F)F)cc1,CHEMBL5273122,0.083
CHEMBL26935,CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(NC(=O)c2cc(Cl)ccc2NS(=O)(=O)C(F)(F)F)cc1,CHEMBL5273122,0.107
CHEMBL282413,CN1CCc2cccc3c2[C@H]1Cc1cccc(-c2c(OS(=O)(=O)C(F)(F)F)cccc2OS(=O)(=O)C(F)(F)F)c1-3,CHEMBL5273122,0.08
CHEMBL281020,Cc1ccc(C)c2nc3c(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6c(C)ccc(C)c6nc45)cccc3nc12,CHEMBL5273122,0.067
CHEMBL29451,CN(CCCNC(=O)c1cccc2nc3cccc(F)c3nc12)CCCNC(=O)c1cccc2nc3cccc(F)c3nc12,CHEMBL5273122,0.093
CHEMBL29063,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(Cc4ccccc4)C(=O)c4ccncc4)cc3c2=O)cc1,CHEMBL5273122,0.099
CHEMBL279756,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(Cc4ccccc4)C(=O)c4cccnc4)cc3c2=O)cc1,CHEMBL5273122,0.104
CHEMBL281891,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(Cc4ccccc4)C(=O)c4ccccn4)cc3c2=O)cc1,CHEMBL5273122,0.091
CHEMBL29020,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(Cc4ccncc4)C(=O)c4ccccc4)cc3c2=O)cc1,CHEMBL5273122,0.099
CHEMBL280988,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(Cc4ccccn4)C(=O)c4ccco4)cc3c2=O)cc1,CHEMBL5273122,0.095
CHEMBL282159,CO[C@@H](CC[C@H](C)[C@H]1O[C@@]23CC(OC(=O)C[C@H]([C@@H](C)O)OC(=O)C[C@](O)(O2)[C@H](C)CC3(C)C)[C@@H]1C)c1cccc(O)c1,CHEMBL5081048,0.097
CHEMBL283437,CC(C)NC(=O)OCc1c(COC(=O)NC(C)C)c(-c2ccc(Cl)c(Cl)c2)n2c1CC(OC(=O)CN(C)C)C2,CHEMBL5081048,0.108
CHEMBL26727,CCCCc1nc(Cl)c(CC(=O)OC)n1Cc1ccc(NC(=O)c2cccc(NS(=O)(=O)C(F)(F)F)c2)cc1,CHEMBL5081048,0.095
CHEMBL27102,COc1cccc(CNC(=O)c2c3n(c4c(N5CCN(CCc6ccc(F)c(F)c6)CC5)ncnc24)CCCC3)c1OC,CHEMBL5081048,0.143
CHEMBL286493,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)N(C(=O)NC4CCCCC4)C4CCCCC4)cc3)[nH]c2n(CCC)c1=O,CHEMBL5081048,0.136
CHEMBL25943,O=C(O)C[C@H](NC(=O)C(c1ccccc1)n1cccc(NC(=O)c2ccc3ccccc3c2)c1=O)C(=O)COc1ccccc1,CHEMBL5081048,0.098
CHEMBL26719,O=C(O)C[C@H](NC(=O)C(c1ccccc1)n1cccc(NC(=O)c2cccc3ccccc23)c1=O)C(=O)COc1ccccc1,CHEMBL5081048,0.09
CHEMBL285320,CCCC(C(=O)N[C@@H](CC(=O)O)C(=O)COc1ccccc1)n1c(C)ccc(NC(=O)c2ccc3ccccc3c2)c1=O,CHEMBL5081048,0.104
CHEMBL25864,O=C(O)C[C@H](NC(=O)Cn1c(Cc2ccccc2)ccc(NC(=O)c2cccc3ccccc23)c1=O)C(=O)COc1ccccc1,CHEMBL5081048,0.105
CHEMBL444034,O=C(O)C[C@H](NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)c2cccc3ccccc23)c1=O)C(=O)COc1ccccc1,CHEMBL5081048,0.108
CHEMBL287020,CCCCCCc1ccc(NC(=O)c2cccc3ccccc23)c(=O)n1CC(=O)N[C@@H](CC(=O)O)C(=O)COc1ccccc1,CHEMBL5081048,0.101
CHEMBL282198,CCCCC(C(=O)N[C@@H](CC(=O)O)C(=O)COc1ccccc1)n1cccc(NC(=O)c2cccc3ccccc23)c1=O,CHEMBL5081048,0.094
CHEMBL29505,CC(C)(C)NC(=O)C(c1ccc(Oc2ccccc2)cc1)N1C(=O)[C@H](CS)NC(=O)[C@@H]1Cc1ccc([N+](=O)[O-])cc1,CHEMBL5081048,0.064
CHEMBL25899,COc1cccc2nc3cccc(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6cccc(OC)c6nc45)c3nc12,CHEMBL5081048,0.076
CHEMBL417481,CSCC[C@H](NC(=O)C1=C(c2ccccc2C)CN(C(=O)N(Cc2ccccc2)Cc2cncs2)CC1)C(=O)O,CHEMBL5081048,0.091
CHEMBL282793,CSCC[C@H](NC(=O)C1=C(c2ccccc2C)CN(C(=O)CN(Cc2ccccc2)Cc2cncs2)CC1)C(=O)O,CHEMBL5081048,0.09
CHEMBL283699,COc1ccc2nc3c(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6cc(OC)ccc6nc45)cccc3nc2c1,CHEMBL5081048,0.082
CHEMBL281550,COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@@H]2CSCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,CHEMBL5081048,0.096
CHEMBL28856,COc1ccccc1-c1ccc(C[C@H](NC(=O)[C@H]2CSCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,CHEMBL5081048,0.096
CHEMBL29350,COc1ccc2nc3cccc(C(=O)NCCCN(C)CCCNC(=O)c4cccc5nc6ccc(OC)cc6nc45)c3nc2c1,CHEMBL5081048,0.082
CHEMBL283231,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)/C=C/c1cc(OC)c(C(C)=O)c(OC)c1)CC2,CHEMBL5081048,0.083
CHEMBL416199,COc1cc([C@@H]2c3cc4c(cc3[C@@H](Nc3ccc(I)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,CHEMBL5081048,0.069
CHEMBL29722,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(CCCCO)C(=O)c4ccccc4)cc3c2=O)cc1,CHEMBL5081048,0.094
CHEMBL29540,Cn1nnnc1-c1ccccc1-c1ccc(Cn2cnc3ccc(N(CCCC(=O)O)C(=O)c4ccccc4)cc3c2=O)cc1,CHEMBL5081048,0.101
CHEMBL280809,Nc1ncnc2c1ncn2OCCOCP(=O)(Oc1ccc(Br)cc1)Oc1ccc(Br)cc1,CHEMBL5081048,0.083
CHEMBL27684,O=C1c2cccc3c2c(cc2ccoc23)C(=O)N1CCNCCCNCCN1C(=O)c2cccc3c2c(cc2ccoc23)C1=O,CHEMBL5081048,0.085
CHEMBL31519,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCCC(NC(=O)[C@@H](CC(C)C)NC(=O)OCc2ccccc2)C(=O)C1,CHEMBL5081048,0.111
CHEMBL286034,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H]1CCCN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,CHEMBL5081048,0.111
CHEMBL31947,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NC1CCCN(C(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2)CC1=O,CHEMBL5081048,0.111
CHEMBL31592,COCCNC(=O)c1cccc(S(=O)(=O)Nc2ncc(Br)nc2OC)c1-c1ccc(CC(C)C)cc1,CHEMBL5081048,0.072
CHEMBL31790,Cc1cccc2nc3cccc(C(=O)NCCN(C)CCN(C)CCNC(=O)c4cccc5nc6cccc(C)c6nc45)c3nc12,CHEMBL5081048,0.069
CHEMBL32741,Cc1cccc2nc3cccc(C(=O)NCCN4CCN(CCNC(=O)c5cccc6nc7cccc(C)c7nc56)CC4)c3nc12,CHEMBL5081048,0.096
CHEMBL30510,O=C(Cn1ccc(-c2ccccc2)nc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1,CHEMBL5081048,0.096
CHEMBL281081,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1nc2ccc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cc2s1,CHEMBL5081048,0.094
CHEMBL282767,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1nc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2s1,CHEMBL5081048,0.094
CHEMBL31065,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1,CHEMBL5081048,0.088
CHEMBL287629,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)CCc5ccccc54)CC3)ccc2o1,CHEMBL5081048,0.09
CHEMBL30617,CS(=O)(=O)c1ccc(CCCCNC(=O)c2coc(C3C4CCC(O4)C3Cc3ccccc3CCC(=O)O)n2)cc1,CHEMBL5081048,0.07
CHEMBL281044,O=C(Cn1ccc2ccccc2c1=O)NCc1cc2cc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)ccc2o1,CHEMBL5081048,0.09
CHEMBL281106,Cn1c(CNC(=O)Cn2cc(C(F)(F)F)ccc2=O)cc2ccc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cc21,CHEMBL5081048,0.095
CHEMBL30398,CS(=O)(=O)NC(=O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1,CHEMBL5081048,0.084
CHEMBL30550,O=C(Cn1cc(C(F)(F)F)ccc1=O)NCc1cc2ccc(C(=O)N3CCC(N4C(=O)OCc5ccccc54)CC3)cc2o1,CHEMBL5081048,0.096
CHEMBL31008,CCCCOc1c(OC)cc(CN(CCN(Cc2cc(OC)c(OCCCC)c(OC)c2)C(=O)O)CC(=O)O)cc1OC,CHEMBL5081048,0.085
CHEMBL285242,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(CCOC3CCCC3)n2)cc1,CHEMBL5081048,0.106
CHEMBL33384,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(COc3ccc(F)c(F)c3)no2)cc1,CHEMBL5081048,0.113
CHEMBL285177,COc1ccc(CCN(C[C@H](O)[C@H](Cc2ccccc2)NC(=O)COc2cccc(Cl)c2)C(=O)C2CCN(C)CC2)cc1,CHEMBL5081048,0.114
CHEMBL288550,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(COc3ccc(F)cc3)no2)cc1,CHEMBL5081048,0.092
CHEMBL28405,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2nc(Cc3ccc(F)c(F)c3)no2)cc1,CHEMBL5081048,0.094
CHEMBL34406,COc1ccc(OCc2nc(-c3ccc(S(=O)(=O)Nc4ccc(CCNC[C@H](O)c5cccnc5)cc4)cc3)no2)cc1,CHEMBL5081048,0.083
CHEMBL285001,O=S(=O)(Nc1ccc(CCNC[C@H](O)c2cccnc2)cc1)c1ccc(-c2noc(Cc3ccc(F)c(F)c3)n2)cc1,CHEMBL5081048,0.1
CHEMBL267245,O=C(OCc1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(c1ccccc1)n1nnc2ccccc21,CHEMBL5187854,0.085
CHEMBL428661,COc1ccccc1Cc1c(CCCO)nc(-c2ncccn2)nc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1,CHEMBL5187854,0.081
CHEMBL268012,Cl.O=C(C1CCCN1)N1CCCC1P(=O)(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl,CHEMBL5187854,0.094
CHEMBL274580,O=C(O)COCCCC[C@H]1[C@H](CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)C2CC1(c1ccc(F)cc1)CO2,CHEMBL5187854,0.093
CHEMBL10950,CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccco2)C(C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,CHEMBL5187854,0.073
CHEMBL276402,COc1cc(NC(=O)COc2ccc(Cl)cc2)c(Cl)cc1C(=O)N1CCN(C/C=C/c2ccccc2)CC1,CHEMBL5187854,0.087
CHEMBL417067,CCOc1cc(CC2=C(c3ccc4c(c3)OCO4)C(=O)OC2(O)c2ccc(OC)cc2)cc(OCC)c1OCC,CHEMBL5187854,0.081
CHEMBL10617,CC(=O)OCC(=O)[C@@]1(OC(=O)c2ccoc2)C(C)CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(Cl)C(Cl)CC21C,CHEMBL5187854,0.074
