Ligand_name,Label,Is_active,Status,Converged,Formula,MW_Da,LogP,HBD,HBA,RotB,TPSA_A2,Best_affinity_kcal_mol,best_rmsd_lb,best_rmsd_ub,RF_Score_pKd,Runtime_s
CHEMBL44830,decoy,0,SUCCESS,True,C28H24N4O5S2,560.119,4.304,2,6,9,141.22,-6.867,-9.476,-1.59,7.524,274.1
CHEMBL444034,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL444042,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL445561,decoy,0,SUCCESS,True,C23H36N2O6PS2-,531.176,1.133,1,8,18,137.44,-5.535,-10.551,-1.927,7.184,460.86
CHEMBL44472,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL442994,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL436166,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL45303,decoy,0,SUCCESS,True,C18H15ClF3N3O4S2,493.014,3.937,0,5,7,89.34,-4.645,-6.275,0.253,7.369,106.46
CHEMBL445365,decoy,0,SUCCESS,True,C27H33N4O5S3-,589.162,4.115,2,8,17,133.22,-5.119,-9.309,-0.562,7.286,519.72
CHEMBL44690,decoy,0,SUCCESS,True,C35H39N7O2,589.317,7.203,1,7,12,99.6,-6.569,-9.641,-0.579,7.969,372.15
CHEMBL45099,decoy,0,SUCCESS,True,C21H26Br2N7+,534.061,3.071,3,4,11,92.12,-6.237,-9.154,-0.845,7.173,248.95
CHEMBL44798,decoy,0,SUCCESS,True,C34H37N7O2,575.301,7.029,1,7,11,99.6,-7.24,-10.626,-0.667,7.801,337.74
CHEMBL45030,decoy,0,SUCCESS,True,C28H28N5O4S+,530.186,2.576,4,5,11,153.34,-7.286,-10.906,-1.082,7.605,285.94
CHEMBL444860,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL44680,decoy,0,SUCCESS,True,C28H24N2O10,548.143,3.892,2,10,12,163.4,256.853,437.041,1.169,6.244,406.62
CHEMBL44749,decoy,0,SUCCESS,True,C34H37N7O2,575.301,6.815,1,7,11,99.6,-5.51,-8.41,-1.797,7.849,373.65
CHEMBL443260,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL45351,decoy,0,SUCCESS,True,C17H14ClN3O6S2,455.001,3.648,2,9,8,123.25,-6.924,-9.554,-1.078,7.271,151.65
CHEMBL449648,decoy,0,SUCCESS,True,C30H28N4O3S,524.188,5.463,1,5,10,93.42,-5.719,-8.06,-1.429,7.328,323.13
CHEMBL44605,decoy,0,SUCCESS,True,C35H37N7O4,619.291,6.04,1,9,12,125.9,-5.801,-9.532,-1.297,7.759,509.04
CHEMBL44925,decoy,0,SUCCESS,True,C31H28FN7O,533.234,5.887,1,5,10,92.59,-6.513,-9.94,-0.776,7.159,364.94
CHEMBL445116,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL45723,decoy,0,SUCCESS,True,C16H13BrN4O6S2,499.946,3.981,3,8,6,131.79,-6.635,-8.575,-1.129,6.938,124.24
CHEMBL44498,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL45127,decoy,0,SUCCESS,True,C26H22N5O6S+,532.129,2.418,4,6,9,193.24,-8.199,-12.274,-0.925,7.526,311.67
CHEMBL44702,decoy,0,SUCCESS,True,C28H38N4O5,510.284,5.665,2,6,19,95.87,-5.67,-10.311,-1.761,7.715,482.03
CHEMBL449656,decoy,0,SUCCESS,True,C30H37N4O3S2+,565.23,4.682,2,6,14,77.66,-5.097,-8.375,-1.787,7.547,387.68
CHEMBL45693,decoy,0,SUCCESS,True,C29H35N7O+2,497.289,1.203,3,5,7,95.57,1.763,2.33,-0.972,7.452,170.06
CHEMBL45486,decoy,0,SUCCESS,True,C30H30N4O3,494.232,5.102,0,5,7,75.51,-4.075,-5.743,-0.999,7.803,220.77
CHEMBL45129,decoy,0,SUCCESS,True,C34H46N4O2+2,542.361,3.063,3,3,8,60.1,-3.154,-4.444,-0.595,7.516,334.11
CHEMBL45656,decoy,0,SUCCESS,True,C29H41O6-,485.291,3.379,0,6,11,84.89,-1.795,-2.425,-0.931,7.249,184.33
CHEMBL45623,decoy,0,SUCCESS,True,C23H24NO6S2-,474.105,3.48,1,6,10,120.44,-6.447,-9.462,-1.566,6.638,212.72
CHEMBL45760,decoy,0,SUCCESS,True,C19H20BrN3O4S2,497.008,5.203,2,6,10,101.3,-6.142,-9.015,-1.748,7.723,151.32
CHEMBL44549,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL445389,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL43902,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL45653,decoy,0,SUCCESS,True,C22H22ClF3N3O4+,484.125,4.675,0,5,10,68.2,-6.255,-9.546,-1.477,6.939,224.99
CHEMBL446941,decoy,0,SUCCESS,True,C31H40N5O4+,546.307,2.228,3,5,15,132.03,-5.475,-9.476,-0.913,7.595,545.9
CHEMBL44557,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL44960,decoy,0,SUCCESS,True,C26H35N5O4S,513.241,5.011,3,5,16,114.35,-5.39,-9.485,-2.053,7.698,470.5
CHEMBL45872,decoy,0,SUCCESS,True,C16H12BrN3O7S2,500.93,3.947,2,9,6,128.99,-6.11,-8.253,-1.048,6.698,158.0
CHEMBL445580,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL44802,decoy,0,SUCCESS,True,C31H43N3O6,553.315,4.068,1,6,20,97.41,-4.385,-8.23,-1.867,7.396,518.48
CHEMBL45461,decoy,0,SUCCESS,True,C30H31N2O4S+,515.2,4.312,3,5,10,80.07,-4.993,-7.474,-1.73,7.938,294.34
CHEMBL45651,decoy,0,SUCCESS,True,C30H39N9O2+2,557.322,1.625,5,6,9,128.86,237.264,327.422,-1.265,5.769,272.63
CHEMBL45683,decoy,0,SUCCESS,True,C31H39N9+2,537.332,2.066,5,5,8,106.32,-3.377,-4.66,-0.953,7.565,254.35
CHEMBL45191,decoy,0,SUCCESS,True,C28H34ClN2O5+,513.215,3.236,1,6,15,78.63,-3.93,-6.916,-2.694,7.116,383.28
CHEMBL45582,decoy,0,SUCCESS,True,C30H40N8O+2,528.331,1.593,4,6,10,99.76,-5.031,-7.237,-1.422,7.822,299.53
CHEMBL44787,decoy,0,SUCCESS,True,C32H46N4O8S,646.304,3.814,3,8,15,168.18,-4.459,-7.196,0.838,7.308,574.86
CHEMBL45842,decoy,0,SUCCESS,True,C29H32N2O6,504.226,1.55,2,6,13,126.77,-5.099,-7.484,-1.527,6.242,221.04
CHEMBL446417,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL46357,decoy,0,SUCCESS,True,C16H11BrN2O6S2,469.924,3.568,1,8,6,107.73,-5.672,-7.329,-0.857,6.444,100.34
CHEMBL45378,decoy,0,SUCCESS,True,C29H24N4O6S2,588.114,4.58,3,8,10,171.54,-4.527,-6.512,-0.668,7.618,354.79
CHEMBL45954,decoy,0,SUCCESS,True,C28H40ClNO5,505.26,1.975,1,5,12,80.1,2.109,3.095,-0.095,7.221,236.79
CHEMBL44872,decoy,0,SUCCESS,True,C35H44Cl2N8O2+2,678.295,2.384,2,6,6,106.1,-4.3,-5.808,3.215,7.612,579.72
CHEMBL44330,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL45657,decoy,0,SUCCESS,True,C29H40N2O7+2,528.282,0.596,3,7,16,92.33,-3.634,-5.864,-0.199,6.332,315.08
CHEMBL45450,decoy,0,SUCCESS,True,C26H38ClN3O5+2,507.249,0.324,2,6,14,83.07,-4.565,-7.767,-1.995,7.367,365.1
CHEMBL45955,decoy,0,SUCCESS,True,C30H28N4O5,524.206,4.109,0,7,7,101.81,-0.849,-1.196,-0.711,7.671,235.05
CHEMBL444065,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL45146,decoy,0,SUCCESS,True,C28H38N4O5,510.284,5.665,2,6,19,95.87,-5.482,-9.969,-1.115,7.729,485.94
CHEMBL45551,decoy,0,SUCCESS,True,C32H30N3O5-,536.219,3.785,2,6,10,120.45,-6.114,-9.33,-1.927,7.449,374.76
CHEMBL46319,decoy,0,SUCCESS,True,C29H28N4O4,496.211,4.331,0,6,7,84.74,-1.663,-2.246,-0.005,7.676,192.77
CHEMBL45274,decoy,0,SUCCESS,True,C34H41Cl2N6O+,619.271,5.484,1,5,7,57.01,-5.394,-7.602,2.571,7.172,467.12
CHEMBL46356,decoy,0,SUCCESS,True,C28H25N5O5,511.186,4.23,0,7,6,118.65,-5.127,-6.925,-0.942,7.731,208.79
CHEMBL46150,decoy,0,SUCCESS,True,C30H28N6O2,504.227,6.037,1,6,9,96.36,-7.426,-10.899,-0.948,7.751,248.34
CHEMBL46876,decoy,0,SUCCESS,True,C24H18ClN5O3S2,523.054,5.011,2,6,7,119.97,-8.189,-10.343,-0.573,7.461,126.19
CHEMBL45976,decoy,0,SUCCESS,True,C29H40N2O5,496.294,4.952,0,5,18,68.31,-4.166,-7.332,-2.096,6.764,325.1
CHEMBL45316,decoy,0,SUCCESS,True,C31H33N3O5,527.242,4.266,2,5,12,92.89,-6.067,-9.614,-0.992,7.54,486.99
CHEMBL46785,decoy,0,SUCCESS,True,C28H36N8+2,484.305,1.716,4,5,7,90.53,-0.633,-0.837,-0.594,5.08,164.46
CHEMBL45864,decoy,0,SUCCESS,True,C33H35N7O3,577.28,5.397,2,8,11,119.83,-6.814,-10.599,-1.07,7.777,362.65
CHEMBL45814,decoy,0,SUCCESS,True,C29H30ClN4O4-,533.196,4.007,2,5,14,112.21,-5.659,-9.795,-2.739,7.494,372.49
CHEMBL47008,decoy,0,SUCCESS,True,C16H11BrN3O6S2-,483.928,2.224,2,8,7,141.43,-5.85,-7.902,-1.589,7.17,121.04
CHEMBL46283,decoy,0,SUCCESS,True,C30H24N4O4,504.18,4.198,0,6,8,84.74,-4.793,-6.754,-0.355,7.761,264.49
CHEMBL46685,decoy,0,SUCCESS,True,C23H25BrN4O6,532.096,3.959,2,8,12,122.98,-2.747,-4.112,0.128,6.989,214.04
CHEMBL45805,decoy,0,SUCCESS,True,C33H33N7O4,591.259,5.49,2,9,10,136.9,-5.831,-9.069,-1.296,7.67,400.2
CHEMBL44710,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL465852,decoy,0,SUCCESS,True,C31H46O8,546.319,5.478,0,8,15,105.2,1.767,2.8,-1.665,7.088,247.28
CHEMBL47163,decoy,0,SUCCESS,True,C28H34Cl2N6+2,524.221,3.323,2,4,2,65.48,-5.084,-5.678,7.202,7.229,152.17
CHEMBL46255,decoy,0,SUCCESS,True,C30H25N4O5S-,553.155,2.48,2,7,8,131.53,-7.336,-10.767,-0.793,7.492,317.12
CHEMBL46086,decoy,0,SUCCESS,True,C25H35N5O6+2,501.258,1.811,2,7,18,126.51,-4.653,-8.461,-2.517,7.475,377.79
CHEMBL444794,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL45766,decoy,0,SUCCESS,True,C34H35N7O4,605.275,5.578,1,9,11,125.9,-6.135,-9.721,-1.499,7.802,463.39
CHEMBL45300,decoy,0,SUCCESS,True,C30H37N5O4S,563.257,4.513,2,6,15,116.75,-5.471,-8.989,-1.843,7.607,587.01
CHEMBL47118,decoy,0,SUCCESS,True,C30H30N4O3,494.232,4.814,0,5,7,75.51,-3.47,-4.484,-1.389,7.691,172.6
CHEMBL46361,decoy,0,SUCCESS,True,C34H37N7O2,575.301,7.031,1,7,10,99.6,-7.15,-10.493,-0.488,7.71,334.42
CHEMBL46139,decoy,0,SUCCESS,True,C31H42N2O7+2,554.298,1.13,3,7,13,92.33,-3.07,-4.775,1.131,6.908,376.93
CHEMBL45678,decoy,0,SUCCESS,True,C30H33N6O6-,573.247,3.125,2,9,11,152.43,-7.067,-11.198,-1.281,7.377,531.38
CHEMBL46452,decoy,0,SUCCESS,True,C26H25F3N2O5,502.172,4.928,0,7,11,94.92,-3.874,-6.365,-3.01,7.119,315.1
CHEMBL47536,decoy,0,SUCCESS,True,C16H14BrN3O4S2,454.961,3.884,1,6,7,92.51,-5.59,-7.223,-0.853,7.643,94.36
CHEMBL45195,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL46845,decoy,0,SUCCESS,True,C29H37N4O4+,505.281,2.745,2,4,12,118.53,-4.804,-7.613,-0.883,7.506,290.11
CHEMBL46176,decoy,0,SUCCESS,True,C29H39N9O3S+2,593.289,0.75,5,7,11,145.93,-3.69,-5.524,-0.191,7.798,410.86
CHEMBL46363,decoy,0,SUCCESS,True,C39H45N7O5S2,755.292,5.491,4,10,9,166.47,14.675,18.964,0.413,7.66,376.28
CHEMBL45162,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL46434,decoy,0,SUCCESS,True,C27H24N6O4S,528.158,0.122,2,6,9,159.83,-5.952,-8.735,-1.782,7.56,376.84
CHEMBL445057,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL45659,decoy,0,SUCCESS,True,C33H36ClN4O5-,603.238,4.929,1,6,17,118.28,-5.456,-10.241,-2.648,7.887,589.79
CHEMBL47076,decoy,0,SUCCESS,True,C23H21BrNO6S2-,550.0,2.518,1,6,10,120.44,-6.47,-10.253,-1.117,6.62,274.23
CHEMBL46915,decoy,0,SUCCESS,True,C25H32N2O7S,504.193,4.338,2,8,14,125.73,-6.558,-11.159,-1.847,7.081,321.59
CHEMBL46799,decoy,0,SUCCESS,True,C30H34FN4O3+,517.261,2.814,3,4,7,84.76,-6.177,-9.065,-1.022,7.62,349.9
CHEMBL46380,decoy,0,SUCCESS,True,C28H24N2O10,548.143,3.892,2,10,12,163.4,-4.31,-7.334,-1.848,6.684,410.23
CHEMBL47706,decoy,0,SUCCESS,True,C17H13BrN2O6S2,483.94,3.762,1,8,7,107.73,-6.113,-8.257,-1.063,6.989,132.95
CHEMBL450337,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL472,decoy,0,SUCCESS,True,C23H28ClN3O5S,493.144,3.642,3,5,9,113.6,-6.928,-10.168,-1.18,7.471,237.57
CHEMBL46233,decoy,0,SUCCESS,True,C26H36FN3O4S2,537.213,4.748,3,5,9,96.53,-4.853,-8.542,-2.303,7.745,481.44
CHEMBL46861,decoy,0,SUCCESS,True,C26H34N4O4S,498.23,5.043,2,5,15,102.32,-5.846,-9.947,-1.745,7.819,368.46
CHEMBL46959,decoy,0,SUCCESS,True,C28H28N5O4S+,530.186,1.582,3,5,11,154.2,-5.987,-9.663,-0.505,7.89,354.25
CHEMBL45053,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL47177,decoy,0,SUCCESS,True,C33H35N7O2,561.285,6.425,1,7,10,99.6,-6.265,-9.195,-1.062,7.669,292.98
CHEMBL46015,decoy,0,SUCCESS,True,C25H27Br2N3O8-2,655.018,1.793,1,9,15,151.37,-5.073,-9.818,-1.889,6.426,574.76
CHEMBL47500,decoy,0,SUCCESS,True,C28H38N2O5,482.278,4.56,0,5,17,68.31,-4.693,-7.711,-0.737,6.431,240.95
CHEMBL48009,decoy,0,SUCCESS,True,C32H32NO4+,494.233,2.657,3,4,4,71.2,3.256,3.827,-0.39,7.097,75.53
CHEMBL46993,decoy,0,SUCCESS,True,C30H39N4O4+,519.297,2.5,2,4,14,118.53,-5.265,-8.958,-0.841,7.593,380.76
CHEMBL46365,decoy,0,SUCCESS,True,C31H44N4O5P+,583.304,4.16,2,5,18,127.76,-4.749,-8.636,-2.764,7.469,493.97
CHEMBL46726,decoy,0,SUCCESS,True,C24H25Cl2N3O8-2,553.103,1.456,2,9,14,160.16,-5.182,-10.028,-2.578,7.497,452.47
CHEMBL47196,decoy,0,SUCCESS,True,C24H27F3N4O5,508.193,3.769,3,8,13,115.09,-3.793,-6.01,-1.236,6.697,307.01
CHEMBL47851,decoy,0,SUCCESS,True,C27H26N4O4S,502.167,3.871,0,6,5,92.58,-3.929,-5.077,-0.829,7.67,163.48
CHEMBL46590,decoy,0,SUCCESS,True,C29H31F3N2O5,544.219,5.599,0,7,14,85.27,-2.369,-4.03,-2.489,6.184,494.19
CHEMBL47662,decoy,0,SUCCESS,True,C27H20N6O4,492.155,4.286,2,8,6,131.98,-7.902,-10.673,-0.291,7.425,226.34
CHEMBL47620,decoy,0,SUCCESS,True,C19H18ClN3O7S2,499.027,3.405,3,9,10,139.99,-5.768,-8.635,-1.839,7.017,234.84
CHEMBL47719,decoy,0,SUCCESS,True,C32H28N4O3,516.216,5.475,0,5,5,75.51,31.358,40.524,-1.2,5.034,239.63
CHEMBL47187,decoy,0,SUCCESS,True,C31H30N8O,530.254,5.33,2,6,11,118.61,-6.107,-9.499,-2.48,7.634,364.54
CHEMBL46456,decoy,0,SUCCESS,True,C36H61N2O10+,681.432,3.065,2,10,22,134.5,9.686,15.631,1.772,6.825,519.68
CHEMBL45726,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL47563,decoy,0,SUCCESS,True,C29H30NO8-,520.198,0.449,1,8,15,121.62,-0.353,-0.601,-2.406,6.513,298.38
CHEMBL47414,decoy,0,SUCCESS,True,C27H32N2O4S2,512.18,6.038,2,6,15,90.2,-6.204,-10.919,-1.825,7.329,351.67
CHEMBL45327,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL46795,decoy,0,SUCCESS,True,C35H41Cl2N2O6+,655.234,4.311,2,6,12,81.9,-0.279,-0.417,1.023,7.689,516.6
CHEMBL45323,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL47634,decoy,0,SUCCESS,True,C30H33N2O7+,533.228,2.656,2,8,12,100.78,-2.101,-3.145,-0.618,6.242,303.69
CHEMBL47518,decoy,0,SUCCESS,True,C31H46FNO6,547.331,1.763,1,6,15,89.33,-1.8,-2.853,-1.028,7.139,343.09
CHEMBL47583,decoy,0,SUCCESS,True,C34H37N7O2,575.301,6.815,1,7,11,99.6,-6.182,-9.434,-1.222,7.84,337.34
CHEMBL47781,decoy,0,SUCCESS,True,C28H28N5O4S+,530.186,2.576,4,5,11,153.34,-0.89,-1.333,-1.452,7.82,317.86
CHEMBL47987,decoy,0,SUCCESS,True,C25H26N4O2S3,510.122,5.357,1,6,9,68.09,-4.217,-6.065,-1.882,7.02,215.85
CHEMBL46846,decoy,0,SUCCESS,True,C27H28NO7PS,541.132,4.621,0,8,15,90.16,-5.558,-10.108,-2.021,7.212,554.3
CHEMBL481,decoy,0,SUCCESS,True,C33H39N4O6+,587.286,2.52,2,7,7,113.71,-3.625,-4.79,-0.44,6.902,208.64
CHEMBL47817,decoy,0,SUCCESS,True,C32H33N7O2,547.27,6.251,1,7,9,99.6,-7.33,-10.757,-0.274,7.607,321.78
CHEMBL47787,decoy,0,SUCCESS,True,C31H40N8O3+2,572.321,1.73,4,7,10,126.06,-2.676,-4.005,-0.0,7.803,338.35
CHEMBL4750445,active,1,SUCCESS,True,C31H29N6O2+,517.235,3.706,4,3,9,104.48,-5.387,-7.748,-1.905,7.337,429.48
CHEMBL47934,decoy,0,SUCCESS,True,C26H26N4O2S3,522.122,5.357,1,6,8,68.09,-4.483,-6.449,-1.388,7.366,291.1
CHEMBL47868,decoy,0,SUCCESS,True,C29H28NO10-,550.172,-0.213,1,10,14,140.08,-1.454,-2.388,0.279,6.565,322.52
CHEMBL46967,decoy,0,SUCCESS,True,C35H48N4O6S,652.329,4.454,3,7,14,137.93,-5.631,-8.759,-0.345,7.674,575.14
CHEMBL48439,decoy,0,SUCCESS,True,C25H32FNO4S2,493.176,3.739,2,7,11,86.96,-4.518,-6.367,-0.168,6.848,150.76
CHEMBL47872,decoy,0,SUCCESS,True,C30H27N7O4,549.212,5.312,2,9,10,146.02,-6.78,-10.546,-0.872,7.726,337.63
CHEMBL47939,decoy,0,SUCCESS,True,C28H25N4O6S+,545.149,2.297,4,6,10,176.4,-7.766,-12.079,-0.604,7.59,315.78
CHEMBL47754,decoy,0,SUCCESS,True,C34H51NO6,569.372,2.738,1,6,14,89.33,217.002,331.175,-1.0,6.924,400.43
CHEMBL47838,decoy,0,SUCCESS,True,C30H42N2O5,510.309,5.342,0,5,19,68.31,-4.381,-7.966,-0.932,6.555,385.2
CHEMBL48495,decoy,0,SUCCESS,True,C28H25ClN4O3,500.162,4.976,0,5,5,75.51,-3.261,-4.215,-0.355,7.709,163.94
CHEMBL48448,decoy,0,SUCCESS,True,C18H12ClN3O6S2,464.986,3.718,1,9,7,131.52,-6.138,-8.65,-0.935,6.959,175.21
CHEMBL47493,decoy,0,SUCCESS,True,C28H25N3O5S2-2,547.125,2.347,1,9,13,135.14,-5.764,-10.144,-3.198,7.314,499.64
CHEMBL47873,decoy,0,SUCCESS,True,C34H37N7O2,575.301,6.815,1,7,10,99.6,-6.761,-9.923,-0.524,7.687,367.18
CHEMBL48165,decoy,0,SUCCESS,True,C28H28ClIN5O3+,644.092,4.638,3,5,8,109.82,-5.887,-8.296,-0.388,7.078,283.89
CHEMBL48035,decoy,0,SUCCESS,True,C30H33N2O7+,533.228,2.656,2,8,12,100.78,-4.204,-6.293,-1.84,6.403,308.2
CHEMBL4853619,active,1,SUCCESS,True,C29H36BrFN6O2+2,598.206,1.579,3,6,7,82.77,-4.163,-5.258,-1.357,6.683,177.97
CHEMBL47952,decoy,0,SUCCESS,True,C29H31N6O6-,559.231,2.735,2,9,10,152.43,-6.343,-9.681,-1.284,7.129,381.36
CHEMBL48411,decoy,0,SUCCESS,True,C27H23N2O7S-,519.123,3.355,0,10,14,119.9,-3.965,-6.283,-1.313,6.72,262.04
CHEMBL48196,decoy,0,SUCCESS,True,C29H26O9-2,518.159,1.985,0,9,12,126.41,-4.273,-6.771,-0.611,6.648,288.34
CHEMBL47070,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL4849611,active,1,SUCCESS,True,C30H39IN6O2+2,642.217,1.721,3,6,10,82.77,104.95,144.83,-1.912,6.556,222.45
CHEMBL47355,decoy,0,SUCCESS,True,C32H46N2O7+2,570.329,1.766,3,7,19,92.33,-1.419,-2.539,-1.299,7.152,578.9
CHEMBL4852554,active,1,SUCCESS,True,C31H35F2N5O2+2,547.275,2.652,3,5,10,79.53,-5.418,-7.793,-1.139,8.003,237.55
CHEMBL46043,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL4863339,active,1,SUCCESS,True,C33H35FN6O2+2,566.279,2.175,3,6,6,92.42,-3.929,-5.193,-1.103,8.076,201.28
CHEMBL48458,decoy,0,SUCCESS,True,C27H22FN2O7S-,537.114,3.494,0,10,14,119.9,-3.512,-5.565,-1.122,7.216,285.09
CHEMBL47102,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL48177,decoy,0,SUCCESS,True,C29H31N6O5-,543.236,2.915,2,7,9,143.05,-5.284,-8.064,-0.934,7.773,382.64
CHEMBL47411,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL48114,decoy,0,SUCCESS,True,C30H42N2O7+2,542.298,0.986,3,7,17,92.33,-2.986,-4.993,-0.222,6.507,417.71
CHEMBL48315,decoy,0,SUCCESS,True,C29H27N2O7S-,547.154,4.133,0,10,16,119.9,-2.202,-3.618,0.233,7.456,365.49
CHEMBL4858364,active,1,SUCCESS,True,C33H33F3N6O2+2,602.261,2.263,3,6,6,92.42,-3.019,-3.99,-1.084,8.064,276.05
CHEMBL4863371,active,1,SUCCESS,True,C33H37F3N6O2+2,606.292,2.844,3,6,8,92.42,-9.413,-12.44,-1.039,7.973,242.18
CHEMBL47953,decoy,0,SUCCESS,True,C32H45N3O5,551.336,5.487,0,5,19,79.39,-5.739,-10.772,-0.067,7.671,488.55
CHEMBL4867851,active,1,SUCCESS,True,C33H34F2N6O2+2,584.27,2.315,3,6,6,92.42,-3.68,-4.863,-0.865,8.223,232.65
CHEMBL48195,decoy,0,SUCCESS,True,C29H27ClN4O5-2,546.168,2.878,1,6,13,132.11,-5.323,-9.057,-2.752,8.056,420.72
CHEMBL45728,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL4857517,active,1,SUCCESS,True,C33H44N6O3+2,572.346,1.195,3,7,9,92.0,3.629,5.008,0.353,7.953,304.74
CHEMBL47982,decoy,0,SUCCESS,True,C27H26N4O7S,550.152,4.517,3,9,11,144.42,-6.246,-10.262,-1.083,7.392,497.51
CHEMBL48193,decoy,0,SUCCESS,True,C32H35FN5O2+,540.277,4.601,1,5,14,76.86,-5.315,-8.423,-2.628,7.682,443.85
CHEMBL48435,decoy,0,SUCCESS,True,C30H31N3O6S,561.193,5.388,2,6,10,115.73,-6.633,-10.123,-1.369,7.646,392.72
CHEMBL4872788,active,1,SUCCESS,True,C31H36F2N6O+2,546.291,1.943,2,5,5,72.19,-6.216,-8.033,-0.036,7.813,246.35
CHEMBL48363,decoy,0,SUCCESS,True,C33H34N5O3-,548.267,5.027,1,5,14,104.87,45.97,75.531,-2.612,7.737,426.81
CHEMBL48261,decoy,0,SUCCESS,True,C30H30NO11-,580.182,-0.204,1,11,16,149.31,-3.611,-6.144,2.146,6.187,428.83
CHEMBL48868,decoy,0,SUCCESS,True,C28H27N7O2,493.223,5.07,1,8,11,109.78,-6.981,-10.654,-1.366,7.815,246.3
CHEMBL48925,decoy,0,SUCCESS,True,C25H35N2O4+,427.259,2.512,2,4,14,61.23,-5.882,-9.665,-2.02,7.406,231.5
CHEMBL4876040,active,1,SUCCESS,True,C33H34F2N6O2+2,584.27,2.123,3,6,6,92.42,-0.246,-0.325,-1.756,7.944,288.11
CHEMBL48717,decoy,0,SUCCESS,True,C24H20F6N5O2S+,556.124,3.467,3,3,7,115.6,-7.345,-10.78,-0.887,7.253,321.06
CHEMBL48907,decoy,0,SUCCESS,True,C27H23N2O7S-,519.123,3.355,0,10,14,119.9,-3.847,-6.096,0.382,7.33,245.32
CHEMBL4872714,active,1,SUCCESS,True,C32H41BrN6O3+2,636.241,1.649,3,7,8,92.0,-3.505,-4.837,-0.635,6.728,317.81
CHEMBL49081,decoy,0,SUCCESS,True,C23H18F4N4O2S3,554.053,5.133,1,6,7,68.09,-5.109,-6.752,-1.29,7.123,222.18
CHEMBL46643,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL49224,decoy,0,SUCCESS,True,C28H25FN4O3,484.191,4.461,0,5,5,75.51,-3.609,-4.664,-0.638,7.952,172.19
CHEMBL47917,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL4876243,active,1,SUCCESS,True,C32H36F2N6O3+2,590.281,1.958,3,7,8,101.65,-6.112,-8.434,-0.154,8.013,328.55
CHEMBL49007,decoy,0,SUCCESS,True,C29H30NO8-,520.198,0.449,1,8,15,121.62,-2.976,-5.064,-2.236,6.574,255.58
CHEMBL47792,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL4878409,active,1,SUCCESS,True,C30H37BrF2N6O2+2,630.212,2.124,3,6,10,82.77,-2.652,-3.66,-0.082,8.027,332.79
CHEMBL48149,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL49704,decoy,0,SUCCESS,True,C32H32NO4+,494.233,2.657,3,4,4,71.2,2.239,2.632,-0.376,7.406,82.57
CHEMBL48413,decoy,0,SUCCESS,True,C34H34N4O2S2,594.212,6.411,0,6,7,47.1,-5.244,-7.39,0.474,7.838,536.81
CHEMBL48389,decoy,0,SUCCESS,True,C34H37FN5O4+,598.282,4.183,1,7,16,90.99,-5.11,-8.396,-1.454,7.832,565.86
CHEMBL48601,decoy,0,SUCCESS,True,C24H28N2O6S2,504.139,3.852,2,8,15,110.8,-4.397,-8.253,-3.32,6.85,454.91
CHEMBL49162,decoy,0,SUCCESS,True,C26H29ClN3O6+,514.174,3.963,2,6,10,124.38,-5.471,-8.349,-1.038,7.469,254.88
