Ligand_name,Label,Is_active,Status,Converged,Formula,MW_Da,LogP,HBD,HBA,RotB,TPSA_A2,Best_affinity_kcal_mol,best_rmsd_lb,best_rmsd_ub,RF_Score_pKd,Runtime_s
CHEMBL285128,decoy,0,SUCCESS,True,C24H19F2N4O3-,449.143,2.106,0,7,4,79.81,9.107,10.704,-0.134,7.036,89.96
CHEMBL283699,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL283801,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL284469,decoy,0,SUCCESS,True,C35H23N7O5,621.176,6.541,2,9,8,167.57,1.955,2.927,-0.948,7.923,534.07
CHEMBL284961,decoy,0,SUCCESS,True,C29H33NO7,507.226,4.487,2,7,11,110.53,-4.523,-6.77,-1.321,6.809,248.04
CHEMBL284518,decoy,0,SUCCESS,True,C32H35N3O5,541.258,4.018,1,5,10,90.39,-5.051,-8.151,-2.529,6.414,484.27
CHEMBL285012,decoy,0,SUCCESS,True,C27H32N4O5S,524.209,3.684,0,5,9,92.16,-6.055,-8.533,0.091,7.396,211.23
CHEMBL284704,decoy,0,SUCCESS,True,C32H30N8O3,574.244,4.555,1,8,10,131.25,-6.454,-9.85,-1.375,7.773,416.71
CHEMBL283957,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL284921,decoy,0,SUCCESS,True,C33H29NO8,567.189,6.018,2,9,10,104.71,-0.176,-0.253,-0.577,7.383,343.4
CHEMBL285070,decoy,0,SUCCESS,True,C27H18N6O4,490.139,4.195,2,8,6,131.98,-8.308,-11.222,-0.726,7.8,224.26
CHEMBL283814,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL28497,decoy,0,SUCCESS,True,C24H21Cl2N4O6-,531.084,2.635,4,6,10,152.6,-6.15,-9.745,-2.714,7.563,320.29
CHEMBL285340,decoy,0,SUCCESS,True,C27H17N5O9,555.103,3.468,1,9,4,170.0,10.43,12.259,-0.266,6.497,92.67
CHEMBL284764,decoy,0,SUCCESS,True,C35H24N6O3,576.191,6.633,2,7,7,124.43,-3.565,-5.128,1.832,7.683,432.05
CHEMBL285213,decoy,0,SUCCESS,True,C27H23F2NO7,511.144,4.457,2,8,8,95.48,-4.629,-6.118,3.463,6.607,180.2
CHEMBL284818,decoy,0,SUCCESS,True,C27H27N5O4,485.206,3.512,3,7,12,130.09,-6.691,-11.58,-2.97,7.482,427.39
CHEMBL28464,decoy,0,SUCCESS,True,C35H33N7O3,599.264,6.403,1,7,13,116.81,-4.297,-6.935,-1.02,7.664,518.4
CHEMBL283677,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL284823,decoy,0,SUCCESS,True,C34H30N2O5,546.215,5.426,1,6,13,88.43,-3.492,-5.84,0.175,7.902,437.66
CHEMBL285255,decoy,0,SUCCESS,True,C28H24N2O7,500.158,4.098,2,9,8,119.27,-3.663,-5.055,0.373,5.671,194.57
CHEMBL284396,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL28415,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL28505,decoy,0,SUCCESS,True,C31H40N2O3+2,488.303,1.881,3,3,11,47.57,-5.895,-9.169,-1.559,8.024,327.94
CHEMBL285183,decoy,0,SUCCESS,True,C29H27NO10,549.163,3.718,3,11,11,142.01,-0.797,-1.17,-0.79,6.698,282.17
CHEMBL283527,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL283877,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL284858,decoy,0,SUCCESS,True,C28H32N4O5,504.237,3.843,2,8,13,115.04,-6.526,-11.676,-2.083,7.743,489.62
CHEMBL28526,decoy,0,SUCCESS,True,C28H25F3N4O4S,570.155,5.153,1,6,7,91.84,-6.191,-8.724,0.038,6.456,265.85
CHEMBL284876,decoy,0,SUCCESS,True,C28H41N2O5P,516.275,4.497,4,5,20,115.73,-5.32,-9.674,-3.237,7.049,504.66
CHEMBL285077,decoy,0,SUCCESS,True,C26H27Cl2N2O4S+,533.106,4.126,1,5,13,91.32,-3.4,-5.685,-0.829,6.446,379.33
CHEMBL284269,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285363,decoy,0,SUCCESS,True,C27H29Cl2N2O6+,547.14,2.95,2,6,11,89.74,-1.755,-2.628,-0.212,7.358,194.49
CHEMBL284638,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285560,decoy,0,SUCCESS,True,C23H22IN5O,511.087,5.237,1,5,9,76.58,-7.228,-10.186,-1.162,7.182,119.01
CHEMBL284470,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL284545,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285247,decoy,0,SUCCESS,True,C25H24F4N2O5,508.162,5.144,1,5,12,83.73,-5.084,-8.651,-0.791,6.085,348.36
CHEMBL285046,decoy,0,SUCCESS,True,C32H37N2O5+,529.27,4.282,2,5,13,82.63,-6.859,-11.67,-1.867,7.702,500.68
CHEMBL285368,decoy,0,SUCCESS,True,C26H22NO7S-,492.112,3.959,0,8,11,91.21,-4.204,-6.169,-1.584,6.088,266.17
CHEMBL284772,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285535,decoy,0,SUCCESS,True,C31H36FNO6,537.253,3.902,1,7,9,93.14,-0.352,-0.486,-1.842,6.89,209.55
CHEMBL284965,decoy,0,SUCCESS,True,C29H36N5O4S+,550.248,3.751,3,7,17,134.82,-6.035,-11.151,-1.438,7.882,584.65
CHEMBL285546,decoy,0,SUCCESS,True,C23H19IN4O5S,590.012,4.332,2,8,9,125.21,-2.71,-3.977,-0.925,6.017,218.07
CHEMBL285684,decoy,0,SUCCESS,True,C23H26ClN3O6S,507.123,4.381,1,8,12,106.53,-2.91,-4.27,-0.69,5.703,137.99
CHEMBL285101,decoy,0,SUCCESS,True,C28H22FN5O4,511.166,2.966,2,7,9,130.89,-5.34,-7.993,-1.286,7.505,481.47
CHEMBL284835,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285745,decoy,0,SUCCESS,True,C21H21BrN2O6P-,507.033,3.499,0,7,11,108.33,-5.278,-8.055,-0.798,6.797,132.23
CHEMBL285001,decoy,0,SUCCESS,True,C30H28F2N5O4S+,592.182,3.641,3,7,13,134.82,-6.815,-11.795,-1.414,7.187,586.27
CHEMBL285750,decoy,0,SUCCESS,True,C27H26N2O7S,522.146,4.787,1,8,11,117.0,-1.938,-2.732,-0.366,6.929,152.6
CHEMBL284605,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285630,decoy,0,SUCCESS,True,C28H27FNO7+,508.177,3.017,2,7,9,100.06,-3.609,-4.98,0.978,6.495,220.0
CHEMBL284703,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL283726,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL28563,decoy,0,SUCCESS,True,C26H20NO8S-,506.092,3.679,0,9,9,100.44,-4.712,-6.64,-1.349,6.339,251.66
CHEMBL285300,decoy,0,SUCCESS,True,C29H27ClF3N3O5S,621.131,5.789,2,5,12,106.5,-5.69,-9.348,-1.904,7.675,502.96
CHEMBL285354,decoy,0,SUCCESS,True,C32H40N2O5,532.294,3.524,4,5,16,104.47,-3.076,-5.593,-0.166,6.194,456.27
CHEMBL284836,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285343,decoy,0,SUCCESS,True,C30H29F2N6O2+,543.231,3.961,1,5,8,81.53,-6.291,-9.233,-1.248,7.842,463.12
CHEMBL285240,decoy,0,SUCCESS,True,C30H29FN5O4S+,574.192,3.502,3,7,13,134.82,-6.055,-10.48,-1.598,7.994,570.56
CHEMBL28555,decoy,0,SUCCESS,True,C33H28FN7O2,573.229,6.056,0,6,10,96.58,-4.37,-6.414,-0.919,7.233,351.5
CHEMBL284361,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL284738,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285544,decoy,0,SUCCESS,True,C29H32O9,524.205,5.222,0,9,20,90.91,-4.41,-7.762,-1.117,6.904,381.07
CHEMBL285386,decoy,0,SUCCESS,True,C33H40N2O5,544.294,5.247,3,5,13,100.19,-7.131,-11.092,0.415,7.419,443.75
CHEMBL284690,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL284762,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285312,decoy,0,SUCCESS,True,C35H34N4O4,574.258,4.584,2,5,12,107.94,-4.859,-7.984,-1.802,7.323,569.67
CHEMBL285727,decoy,0,SUCCESS,True,C31H35NO5,501.252,4.674,2,5,11,88.16,-5.098,-7.334,-1.329,7.51,291.54
CHEMBL285306,decoy,0,SUCCESS,True,C30H24FN5O6,569.171,2.753,2,9,11,157.19,-4.063,-6.558,-1.797,7.542,580.83
CHEMBL285862,decoy,0,SUCCESS,True,C28H24N2O10,548.143,3.452,2,10,9,155.69,-2.281,-3.147,-0.684,6.796,219.09
CHEMBL285596,decoy,0,SUCCESS,True,C29H37N2O5-,493.271,3.951,1,6,11,104.49,-7.002,-11.504,-1.688,6.65,363.55
CHEMBL285242,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285432,decoy,0,SUCCESS,True,C37H29N7O2,603.238,7.087,1,6,9,107.44,-6.457,-9.477,-1.022,7.653,463.26
CHEMBL285146,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285264,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286003,decoy,0,SUCCESS,True,C25H28NO4+,406.201,2.954,1,4,10,53.53,-6.69,-10.21,-2.316,6.264,170.06
CHEMBL285869,decoy,0,SUCCESS,True,C30H36NO7S+,554.221,4.238,1,8,17,89.06,69.097,109.49,13.819,6.872,275.36
CHEMBL286015,decoy,0,SUCCESS,True,C28H27FNO7+,508.177,3.017,2,7,9,100.06,-3.285,-4.534,-1.397,7.102,195.62
CHEMBL286014,decoy,0,SUCCESS,True,C24H27BrN4O4S,546.094,4.616,1,6,13,101.49,-3.611,-5.089,0.289,6.722,203.52
CHEMBL285900,decoy,0,SUCCESS,True,C30H33N7O4,555.259,4.773,2,6,14,125.45,-3.006,-4.763,-0.97,7.858,294.11
CHEMBL285320,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285358,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285982,decoy,0,SUCCESS,True,C32H21F3N4O6,614.141,5.794,3,6,5,137.5,12.951,17.493,0.21,7.379,262.8
CHEMBL286248,decoy,0,SUCCESS,True,C27H26BrN2O3+,505.112,3.945,1,3,5,44.9,-5.233,-6.457,-0.77,7.6,116.54
CHEMBL28532,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285481,decoy,0,SUCCESS,True,C29H36N5O4S+,550.248,3.895,3,7,17,134.82,-5.72,-10.903,-2.279,7.926,586.07
CHEMBL285832,decoy,0,SUCCESS,True,C25H20F3N5O4S,543.119,5.678,1,7,9,116.05,-4.047,-5.939,0.27,6.631,412.33
CHEMBL285497,decoy,0,SUCCESS,True,C36H38FN9O3,663.308,5.11,3,7,9,148.57,88.618,124.883,0.566,7.969,593.47
CHEMBL285173,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286023,decoy,0,SUCCESS,True,C30H45NO5,499.33,2.189,1,5,14,80.1,-1.263,-1.853,-0.812,5.589,261.61
CHEMBL285231,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL28627,decoy,0,SUCCESS,True,C29H33N4O5+,517.245,2.441,1,5,5,87.74,-6.216,-7.67,0.584,7.405,165.27
CHEMBL286176,decoy,0,SUCCESS,True,C29H24N2O8,528.153,3.416,2,9,8,136.34,-2.041,-2.817,1.083,6.286,205.96
CHEMBL286089,decoy,0,SUCCESS,True,C27H23FN2O9,538.139,4.226,2,10,9,138.62,-3.266,-4.507,3.145,5.804,246.38
CHEMBL286260,decoy,0,SUCCESS,True,C26H23IN6O,562.098,6.015,1,5,8,87.13,-7.446,-10.492,-0.404,7.678,195.05
CHEMBL286053,decoy,0,SUCCESS,True,C32H41N3O3+2,515.314,2.747,2,3,12,47.65,-4.95,-7.264,-0.411,7.668,279.45
CHEMBL286213,decoy,0,SUCCESS,True,C28H24NO9-,518.146,2.589,2,10,9,135.61,-2.545,-3.512,-0.165,6.479,224.88
CHEMBL285499,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286428,decoy,0,SUCCESS,True,C23H15NO8S-2,465.053,0.861,0,9,8,145.75,-6.318,-8.904,-0.931,6.679,127.09
CHEMBL285974,decoy,0,SUCCESS,True,C31H37NO7,535.257,4.69,3,7,13,117.62,-4.1,-6.258,-1.419,6.347,382.29
CHEMBL286282,decoy,0,SUCCESS,True,C27H25ClN2O4,476.15,4.693,2,4,10,80.56,-4.998,-7.189,-1.332,6.575,209.09
CHEMBL286170,decoy,0,SUCCESS,True,C28H27ClNO6-,508.153,3.507,1,6,11,96.92,-5.09,-7.769,-2.422,7.327,257.48
CHEMBL285944,decoy,0,SUCCESS,True,C33H39NO6,545.278,5.673,2,6,9,97.39,-3.162,-4.734,-1.574,7.327,418.12
CHEMBL285498,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285177,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL28536,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285618,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286209,decoy,0,SUCCESS,True,C29H35NO7,509.241,4.577,2,7,12,110.53,-6.963,-10.423,-0.766,7.105,270.09
CHEMBL28525,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285850,decoy,0,SUCCESS,True,C35H36FN9O3,649.293,4.549,3,7,8,148.57,-3.66,-5.157,-0.602,8.239,530.85
CHEMBL286146,decoy,0,SUCCESS,True,C31H37NO6,519.262,4.984,2,6,12,97.39,-3.573,-5.348,-1.849,7.241,310.91
CHEMBL286418,decoy,0,SUCCESS,True,C28H27NO8,505.174,4.235,2,9,10,104.71,50.365,69.504,2.298,6.549,200.28
CHEMBL285458,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286196,decoy,0,SUCCESS,True,C27H28N6O2S2,532.172,4.324,2,5,7,84.57,-5.021,-7.663,-0.972,7.83,314.55
CHEMBL285855,decoy,0,SUCCESS,True,C31H39N2O5S+,551.257,4.485,1,5,18,71.2,-4.952,-8.716,-2.399,7.58,550.2
CHEMBL285994,decoy,0,SUCCESS,True,C32H21BrN2O6S,640.03,6.311,1,7,7,111.66,-5.894,-8.306,-2.179,8.373,430.43
CHEMBL285713,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285520,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286476,decoy,0,SUCCESS,True,C29H32N4O4,500.242,4.414,0,4,5,75.09,-5.401,-6.664,0.019,6.905,156.19
CHEMBL286343,decoy,0,SUCCESS,True,C23H21BrN6O2,492.091,4.926,2,6,9,93.96,-5.608,-8.559,-1.916,7.408,248.93
CHEMBL286026,decoy,0,SUCCESS,True,C29H23Cl2N5O3S,591.09,5.08,2,6,8,103.76,-6.429,-9.06,-0.919,8.218,402.73
CHEMBL286383,decoy,0,SUCCESS,True,C30H27NO9,545.169,4.191,2,10,8,121.78,-0.448,-0.592,0.287,6.683,240.15
CHEMBL285133,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286064,decoy,0,SUCCESS,True,C28H35FN4O3S2,558.213,4.778,2,6,10,91.4,-5.397,-7.921,-1.18,7.132,402.64
CHEMBL28630,decoy,0,SUCCESS,True,C24H23F3N2O6,492.151,4.22,0,7,11,81.04,-5.656,-9.294,-0.821,7.225,315.26
CHEMBL285921,decoy,0,SUCCESS,True,C34H34FN9O3,635.277,4.295,3,7,7,148.57,-4.16,-5.619,0.981,7.926,531.22
CHEMBL286134,decoy,0,SUCCESS,True,C31H34N3O4S+,544.226,3.797,2,4,10,97.52,13.684,20.884,-1.623,7.558,386.26
CHEMBL286509,decoy,0,SUCCESS,True,C27H25NO8,491.158,3.932,3,9,9,115.71,-3.757,-5.075,0.759,6.069,176.69
CHEMBL285920,decoy,0,SUCCESS,True,C29H46N4O6,546.342,4.503,3,6,13,126.07,-5.445,-9.582,-1.323,7.314,552.23
CHEMBL286017,decoy,0,SUCCESS,True,C26H32ClN3O7+2,533.192,0.595,4,7,13,128.01,-6.17,-10.138,-1.47,6.581,467.8
CHEMBL286473,decoy,0,SUCCESS,True,C28H27N5O6,529.196,3.631,1,9,11,126.69,-2.793,-3.936,-0.664,7.27,217.97
CHEMBL286028,decoy,0,SUCCESS,True,C26H28ClF3N4O5S,600.142,5.465,2,6,14,119.39,-5.316,-9.356,-2.622,7.783,479.16
CHEMBL286649,decoy,0,SUCCESS,True,C27H25FN2O7,508.165,3.9,3,9,9,121.5,-4.691,-6.336,3.474,6.251,198.23
CHEMBL286568,decoy,0,SUCCESS,True,C26H23ClF3N3O7,581.118,5.169,3,7,11,126.11,-4.632,-6.933,-0.922,7.528,221.49
CHEMBL285922,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286857,decoy,0,SUCCESS,True,C28H40ClNO5,505.26,1.975,1,5,12,80.1,-3.222,-4.729,0.041,7.182,220.89
CHEMBL286905,decoy,0,SUCCESS,True,C33H33N4O4+,549.25,2.829,2,4,4,79.31,-0.669,-0.826,1.337,7.579,186.05
CHEMBL286212,decoy,0,SUCCESS,True,C31H32F3N7O4,623.247,5.791,2,6,14,125.45,-6.48,-10.647,-1.097,7.891,491.17
CHEMBL286139,decoy,0,SUCCESS,True,C27H32N5O4S+,522.217,3.115,3,7,15,134.82,-5.746,-10.282,-1.788,6.564,527.05
CHEMBL286876,decoy,0,SUCCESS,True,C27H34N6O3S,522.241,3.97,2,5,7,101.64,-2.448,-3.45,1.67,5.123,213.39
CHEMBL286848,decoy,0,SUCCESS,True,C22H20ClN5O5S,501.087,4.241,2,8,10,130.14,-4.487,-6.323,-0.641,6.925,227.43
CHEMBL285371,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286434,decoy,0,SUCCESS,True,C32H39N6O2+,539.313,4.161,2,6,10,80.6,-5.347,-7.847,-1.504,6.641,392.14
CHEMBL286896,decoy,0,SUCCESS,True,C29H27NO9,533.169,3.997,2,10,8,113.94,-1.589,-2.1,-0.99,6.712,219.07
CHEMBL287034,decoy,0,SUCCESS,True,C37H46O7,602.324,5.616,1,7,11,106.97,13.916,17.577,-0.978,7.321,182.7
CHEMBL285629,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286730,decoy,0,SUCCESS,True,C26H38N2O7-2,490.269,1.241,1,7,21,138.9,-4.652,-8.188,-0.504,6.568,304.52
CHEMBL287042,decoy,0,SUCCESS,True,C28H32N4O5S,536.209,3.827,0,5,6,92.16,-5.063,-6.542,-0.55,7.279,210.54
CHEMBL286579,decoy,0,SUCCESS,True,C30H34N2O6,518.242,4.289,2,7,11,110.28,-6.779,-10.147,-1.096,7.362,327.25
CHEMBL286771,decoy,0,SUCCESS,True,C34H27F3N4O5,628.193,6.601,0,6,5,96.19,-5.218,-7.048,1.142,7.755,338.01
CHEMBL286832,decoy,0,SUCCESS,True,C32H39NO6,533.278,5.293,2,6,13,97.39,-6.831,-10.225,0.169,7.295,333.57
CHEMBL286493,decoy,0,SUCCESS,True,C32H44N6O5,592.337,5.861,2,6,12,127.94,-5.253,-8.323,0.417,7.354,445.46
CHEMBL285948,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL287211,decoy,0,SUCCESS,True,C27H15ClF3NO5,525.059,5.955,2,5,4,88.76,-3.293,-4.063,0.081,6.698,128.78
CHEMBL287116,decoy,0,SUCCESS,True,C25H20ClN7OS,501.114,5.656,1,6,7,99.49,-7.407,-10.438,-0.77,7.774,229.37
CHEMBL287282,decoy,0,SUCCESS,True,C22H20Cl2N3O4+,460.083,2.368,1,5,9,103.68,-2.946,-4.41,-0.838,5.926,150.19
CHEMBL286319,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286241,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL284955,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL287184,decoy,0,SUCCESS,True,C27H26N6O2S,498.184,5.147,1,6,10,110.19,-7.448,-10.932,-0.675,7.792,191.31
CHEMBL285322,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286552,decoy,0,SUCCESS,True,C33H31N9O2,585.26,4.39,1,7,11,125.26,-6.795,-9.973,-0.994,7.759,498.02
CHEMBL287167,decoy,0,SUCCESS,True,C27H33N3O4S,495.219,5.005,1,5,13,80.76,35.975,57.006,-2.262,6.486,254.42
CHEMBL28733,decoy,0,SUCCESS,True,C27H24ClNO7,509.124,4.879,2,8,8,95.48,-3.32,-4.387,0.555,6.753,159.06
CHEMBL287108,decoy,0,SUCCESS,True,C31H36FNO6,537.253,5.123,2,6,12,97.39,-5.453,-8.163,-0.542,7.329,342.4
CHEMBL286899,decoy,0,SUCCESS,True,C29H32N6O2S2,560.203,4.044,2,5,9,84.57,-6.121,-10.057,-0.884,7.997,415.9
CHEMBL286324,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286566,decoy,0,SUCCESS,True,C25H31F3N4O5,524.225,3.724,2,8,14,115.04,-5.624,-10.39,-2.245,7.65,512.27
CHEMBL286531,decoy,0,SUCCESS,True,C35H32N4O3,556.247,4.812,2,5,10,111.59,-3.193,-5.246,-0.381,7.533,536.22
CHEMBL287194,decoy,0,SUCCESS,True,C30H42ClNO5,531.275,2.508,1,5,11,80.1,-2.239,-3.286,-1.229,6.975,237.53
CHEMBL287101,decoy,0,SUCCESS,True,C31H26F4N4O6,626.179,4.794,1,6,6,112.4,-6.666,-9.394,0.073,7.349,379.63
CHEMBL287185,decoy,0,SUCCESS,True,C29H29FN3O4-,502.215,3.203,2,7,13,108.55,-1.955,-2.984,-3.256,7.351,252.18
CHEMBL28542,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL285779,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286435,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286949,decoy,0,SUCCESS,True,C31H38F2N2O3+2,524.284,2.159,3,3,11,47.57,-4.623,-7.19,-1.546,6.984,452.9
CHEMBL286640,decoy,0,SUCCESS,True,C31H36Cl2N3O4+,584.208,4.475,3,5,14,84.59,-5.157,-8.624,-2.159,7.496,554.63
CHEMBL287102,decoy,0,SUCCESS,True,C32H39NO7,549.273,4.993,2,7,14,106.62,-5.54,-8.617,-0.451,6.614,428.81
CHEMBL287325,decoy,0,SUCCESS,True,C30H28N4O6,540.201,3.723,1,6,6,112.4,-6.591,-8.903,-0.151,7.533,258.05
CHEMBL287357,decoy,0,SUCCESS,True,C30H33NO8S,567.193,4.905,1,9,16,101.55,-2.371,-3.619,-0.717,7.596,185.11
CHEMBL286901,decoy,0,SUCCESS,True,C30H36Cl2N3O3S+,588.185,5.178,2,5,14,66.57,-5.392,-8.702,-0.272,7.295,488.5
CHEMBL286885,decoy,0,SUCCESS,True,C31H30F3N3O5S,613.186,5.443,2,5,13,106.5,-6.274,-9.942,-1.438,6.736,496.4
CHEMBL287330,decoy,0,SUCCESS,True,C29H27NO9,533.169,4.013,2,10,10,121.78,-2.234,-3.214,1.913,6.1,267.08
CHEMBL286410,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286800,decoy,0,SUCCESS,True,C28H32N5O5S+,550.212,2.684,3,8,16,151.89,-5.48,-10.125,-1.976,7.347,567.41
CHEMBL287169,decoy,0,SUCCESS,True,C28H26NO9S-,552.133,3.976,0,10,15,109.67,-4.312,-6.833,-1.668,6.449,356.85
CHEMBL287443,decoy,0,SUCCESS,True,C24H26BrN4O4+,513.113,2.654,2,5,8,89.15,-7.492,-10.557,-0.488,7.634,189.21
CHEMBL287356,decoy,0,SUCCESS,True,C29H40N4O2S+2,508.286,1.666,2,5,11,42.94,-4.039,-5.928,-0.991,7.12,259.57
CHEMBL286437,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286519,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL287068,decoy,0,SUCCESS,True,C31H35N2O5S-,547.227,4.335,1,7,14,104.49,-5.827,-10.255,-2.17,6.239,504.77
CHEMBL287103,decoy,0,SUCCESS,True,C31H37NO9S,599.219,3.693,3,10,15,143.92,-4.349,-7.4,-1.934,6.66,498.57
CHEMBL287114,decoy,0,SUCCESS,True,C29H24F4N2O6S,604.129,5.325,1,6,12,108.64,-5.258,-8.64,-1.521,7.495,490.86
CHEMBL286034,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL287419,decoy,0,SUCCESS,True,C27H22F4N4O3S,558.135,5.283,1,5,5,82.61,-5.063,-6.839,-1.038,7.346,257.51
CHEMBL286779,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL287408,decoy,0,SUCCESS,True,C31H45NO5,511.33,2.331,1,5,11,80.1,-2.544,-3.584,-1.004,7.252,270.2
CHEMBL286668,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL287622,decoy,0,SUCCESS,True,C28H29N2O6-,489.203,2.817,2,8,12,112.97,-4.865,-7.282,-3.071,6.316,179.06
CHEMBL287320,decoy,0,SUCCESS,True,C32H26N4O4S,562.167,6.117,1,6,7,105.44,-5.872,-8.275,-1.585,6.908,390.56
CHEMBL286429,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286859,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286934,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL287634,decoy,0,SUCCESS,True,C30H33NO9,551.216,4.191,1,9,16,110.78,-2.165,-3.304,-0.303,6.67,186.0
CHEMBL287374,decoy,0,SUCCESS,True,C33H28N8O2,568.234,5.858,2,7,9,125.04,-5.928,-8.354,-0.954,7.166,318.43
CHEMBL287220,decoy,0,SUCCESS,True,C33H36N4O3,536.279,4.233,4,5,12,116.05,-2.672,-4.234,-0.397,7.108,444.93
CHEMBL287302,decoy,0,SUCCESS,True,C30H30F3N3O5S,601.186,5.133,2,5,13,106.5,-5.556,-8.804,-1.17,7.555,450.27
CHEMBL287781,decoy,0,SUCCESS,True,C25H23ClNO5-,452.127,4.246,0,6,5,78.9,-4.841,-6.255,-1.093,6.101,147.55
CHEMBL28731,decoy,0,SUCCESS,True,C22H22Br2N5O5P,624.973,4.963,1,9,13,123.61,-5.145,-8.754,-3.245,7.21,446.56
CHEMBL287583,decoy,0,SUCCESS,True,C28H19Cl2N3O4,531.075,4.879,0,5,7,87.12,-4.424,-5.976,1.122,6.676,245.27
CHEMBL287477,decoy,0,SUCCESS,True,C29H27F3NO7+,558.173,3.896,2,7,9,100.06,-0.303,-0.436,-1.937,6.47,305.29
CHEMBL287253,decoy,0,SUCCESS,True,C36H26N6O3,590.207,6.942,2,7,8,124.43,-3.639,-5.234,-0.151,7.326,488.3
CHEMBL286438,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL286827,,,FAILED: Timeout,,,,,,,,,,,,,
CHEMBL28742,decoy,0,SUCCESS,True,C31H38N2O5,518.278,3.737,4,5,15,104.47,-2.714,-4.777,-3.31,6.501,372.73
CHEMBL287627,decoy,0,SUCCESS,True,C28H27N2O9+,535.171,2.786,2,9,10,143.2,-2.744,-3.947,0.459,5.861,273.94
CHEMBL287649,decoy,0,SUCCESS,True,C29H27NO10,549.163,3.718,3,11,11,142.01,-1.596,-2.343,1.829,6.07,269.42
CHEMBL287496,decoy,0,SUCCESS,True,C25H30N2O5S3,534.132,5.759,0,9,8,85.8,-3.763,-6.183,-1.376,7.535,337.41
CHEMBL287133,,,FAILED: Timeout,,,,,,,,,,,,,
